obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
39,1.23766487404603e+18,130.157557691846,23.2305935048764,22.71632,22.57222,21.36329,18.63408,17.09015,4517,301,2,126,2.346486238028e+18,STAR,-5.849446e-05,2084,53360,403
40,1.237664880488154e+18,145.032186438598,31.6612842076414,25.15376,22.89429,21.9532,21.53459,21.55304,4518,301,6,121,1.1742277996194847e+19,GALAXY,0.9093966,10429,58145,974
41,1.2376551260765553e+18,169.796561725171,5.28852480032557,20.37183,18.68499,17.50688,17.00992,16.6151,2247,301,5,60,9.402867150571704e+17,GALAXY,0.1775673,835,52326,583
42,1.237666300021113e+18,55.7705844867048,-0.552861645382207,23.22887,20.76454,19.02987,18.36541,17.95569,4849,301,2,827,2.970163605372168e+18,GALAXY,0.3051142,2638,54095,144
43,1.237659161197675e+18,232.387194188896,45.2630717611107,24.34464,22.4457,20.70284,19.60693,19.21824,3187,301,1,50,7.583025864985827e+18,GALAXY,0.5668036,6735,56397,327
44,1.2376637884914737e+18,117.266237419443,50.9728756571424,25.128,21.85782,21.42057,21.32006,21.24935,4264,301,4,102,4.1423062411911066e+18,STAR,3.103041e-05,3679,55209,438
45,1.237663480333468e+18,335.48060437178,0.846866297293405,22.34096,23.12741,21.17899,20.15644,19.33856,4192,301,6,192,1.0322304632224e+19,GALAXY,0.5120884,9168,58067,197
46,1.2376794597527393e+18,21.2463012844206,18.814601948086,22.98622,22.49292,22.21122,22.22152,22.93193,7913,301,2,92,8.157245266845784e+18,GALAXY,0.7342446,7245,56636,365
47,1.2376529340350467e+18,321.740964194649,-8.01650633566282,19.51297,18.24196,17.573,17.15933,16.87993,1737,301,2,97,7.205880719170867e+17,GALAXY,0.1032289,640,52200,44
48,1.2376805082618926e+18,356.0064700816,34.2834207321189,21.37598,21.26117,20.68229,20.77609,20.29232,8157,301,3,96,8.735968019057237e+18,QSO,1.015488,7759,58401,402
49,1.2376613607641585e+18,211.33587226989,43.6226720169255,24.05437,22.11757,20.64362,19.55531,19.27678,3699,301,2,147,6.817446358976584e+18,GALAXY,0.5269095,6055,56102,445
50,1.237657609102689e+18,113.083772219181,27.6979865957279,20.51557,20.34819,20.26655,20.1766,20.18608,2825,301,6,32,1.1579983206947248e+19,QSO,1.552612,10285,58083,373
51,1.2376802763319547e+18,355.614223333642,26.9709192608794,21.88223,21.51485,21.27512,20.65884,20.99175,8103,301,3,70,8.668559146306787e+18,QSO,1.632021,7699,57574,930
52,1.237667293727097e+18,140.696381644604,21.0336211492293,26.19161,22.84538,21.06348,20.00792,19.69655,5080,301,5,185,6.497597875174e+18,GALAXY,0.498523,5771,56011,107
53,1.237670964846396e+18,135.058756470555,12.9321744039368,24.06934,21.04101,19.29459,18.60526,18.12867,5935,301,3,124,5.959646692026636e+18,GALAXY,0.3841047,5293,55953,940
54,1.237662224603218e+18,181.472320202911,39.7045275688934,20.98686,20.0349,19.78516,19.64434,19.58448,3900,301,3,357,2.777658362161031e+18,STAR,-0.0004254477,2467,54176,230
55,1.2376575913907323e+18,160.132649914854,53.0852019684363,21.59623,20.29252,19.76745,19.5748,19.49185,2821,301,5,105,9.202031189648759e+18,STAR,0.0005235937,8173,57375,186
56,1.2376622240880397e+18,238.961770172859,25.3576301545866,18.82093,17.84467,17.48559,17.18524,16.9987,3900,301,2,688,1.8634350485527857e+18,GALAXY,0.07181068,1655,53523,257
57,1.237666302166696e+18,51.4468709589921,1.0988114897889,24.07077,24.31503,22.67344,20.78114,20.54892,4849,301,6,798,1.7632714546835886e+18,GALAXY,0.5997224,1566,53003,408
58,1.237655472892281e+18,243.968766002155,44.1613367901937,17.73258,16.21204,15.44749,14.9998,14.61499,2328,301,3,16,9.165064795345651e+17,GALAXY,0.05483592,814,52443,87
59,1.2376646732502144e+18,188.122112887115,37.498351137656,22.79249,21.87625,21.85992,21.79883,22.35403,4470,301,4,33,4.464465348713011e+18,STAR,-0.0002315436,3965,55302,990
60,1.2376622240557962e+18,151.972250642578,34.2387252331304,22.89022,21.21234,19.7964,18.83418,18.37129,3900,301,2,196,7.273505644128524e+18,GALAXY,0.5396794,6460,56334,699
61,1.2376639157279788e+18,118.835132418448,49.7499783229924,19.05447,18.24064,17.12022,16.81405,16.53398,4294,301,1,73,2.0030771411676303e+18,GALAXY,0.02195634,1779,53089,368
62,1.237680277403796e+18,350.685408596413,27.3813008548416,21.65916,21.42838,21.54938,21.17434,20.40051,8103,301,5,41,8.671740040878251e+18,QSO,1.923479,7702,58017,214
63,1.2376786174041792e+18,328.829144134598,0.810304053580554,21.39927,20.21137,19.81494,19.63531,19.64653,7717,301,1,121,1.2983201468378255e+18,STAR,4.213559e-05,1153,52933,573
64,1.237678601293529e+18,332.308866100984,14.6830586941777,26.58204,19.49478,17.98617,17.30392,16.93663,7713,301,3,52,5.668953407748332e+18,GALAXY,0.2150264,5035,55829,172
65,1.2376675363906527e+18,136.281571665798,15.98697559592,26.19721,22.43927,20.48973,19.62964,19.14429,5137,301,1,153,5.963928464512014e+18,GALAXY,0.4678242,5297,55913,133
66,1.2376788584643305e+18,343.080745487028,11.0361740362854,23.3545,22.0413,20.41224,19.6101,19.11525,7773,301,2,199,5.687036807071685e+18,GALAXY,0.3487493,5051,56214,423
67,1.237660413726294e+18,143.821404982599,8.66560409557946,17.722,16.12692,15.49388,15.23857,15.08864,3478,301,6,184,3.5478371308961546e+18,STAR,-0.0001784074,3151,54804,460
68,1.2376619577584517e+18,203.654014813041,50.2442587168793,22.72542,22.35158,22.14952,21.44401,21.66706,3838,301,2,53,9.244838476658268e+18,STAR,0.0003552654,8211,57423,270
69,1.2376737061130079e+18,108.978258875959,40.4544925494451,19.29056,17.45958,16.7596,16.47303,16.32266,6573,301,5,181,3.6086156605166474e+18,STAR,1.087205e-05,3205,54848,387
70,1.2376785980882296e+18,354.789256803295,3.15242622082285,25.5777,23.31997,21.40303,20.36905,19.65965,7712,301,5,295,1.2701414154499807e+19,STAR,-0.0001758737,11281,58424,499
71,1.2376637831196183e+18,350.72343599146,-0.825450112060741,22.18505,21.76687,20.52952,19.76087,19.27254,4263,301,2,54,4.741290218287816e+18,GALAXY,0.563256,4211,55446,457
72,1.2376634588525376e+18,322.54948488449,0.934074480642973,24.07306,21.86349,20.69331,19.70479,19.32472,4187,301,6,99,4.722194725037431e+18,GALAXY,0.5694962,4194,55450,620
73,1.2376582045077345e+18,171.758350629597,49.0522618649088,22.87626,21.64652,21.64332,21.27179,20.59282,2964,301,3,264,7.526829551063947e+18,QSO,2.649564,6685,56412,686
74,1.2376711414836104e+18,178.963547362162,5.26982482693414,22.80726,20.49051,18.84696,18.2514,17.89166,5976,301,4,226,5.457319411345283e+18,GALAXY,0.3091502,4847,55931,300
75,1.2376803064041313e+18,352.082836981586,26.8795593644332,21.97774,21.3769,21.13597,21.088,20.68579,8110,301,3,183,7.416303345802172e+18,QSO,1.041011,6587,56537,2
76,1.2376672276825375e+18,25.1384512931987,6.32380631696505,22.234,21.22153,20.88083,20.97467,20.36034,5065,301,2,41,1.2464862199327e+19,QSO,2.588988,11071,58429,88
77,1.237678879936152e+18,335.397417586298,-2.65189130082401,23.20026,20.9564,19.97898,19.20732,19.0599,7778,301,2,153,4.930389732888959e+18,GALAXY,0.3088862,4379,55881,269
78,1.2376802457431575e+18,6.03372509433098,19.5663727973811,20.28344,20.13256,19.84561,19.71959,19.80187,8096,301,2,266,8.545775572751767e+18,QSO,1.4357,7590,56944,710
79,1.2376786614309358e+18,15.9209959490775,4.56733627432652,21.4304,21.24772,20.74765,20.73025,20.51347,7727,301,3,172,9.856172456070631e+18,QSO,1.26362,8754,58425,162
80,1.2376510678919416e+18,195.533268995975,65.7646490168713,22.17498,20.03085,18.43504,17.81487,17.48268,1302,301,6,405,6.778918342398054e+17,GALAXY,0.3213291,602,52072,364
81,1.2376664068468252e+18,34.3837527927895,-0.909132010980514,25.35331,23.4904,22.33158,20.86648,19.80748,4874,301,1,650,8.821641666475873e+18,GALAXY,0.7874444,7835,56986,785
82,1.2376786195600507e+18,347.94309343375,3.00301280112364,23.73559,19.99167,18.37045,17.75563,17.32481,7717,301,5,249,4.826823977212336e+18,GALAXY,0.3022013,4287,55483,331
83,1.2376623008245358e+18,214.928724527582,47.3763298005315,24.22253,22.87348,21.65668,20.36408,19.64106,3918,301,1,138,9.498152494599264e+18,GALAXY,0.6842315,8436,57895,221
84,1.237679433452749e+18,18.4087082703924,-3.64704139195245,21.73537,21.80701,21.30239,21.1223,20.92179,7907,301,1,194,8.910518220794124e+18,QSO,1.179326,7914,57331,532
85,1.2376611379571592e+18,146.35457043175,35.5677431763725,19.70151,18.77233,18.53799,18.45059,18.4869,3647,301,3,62,3.628786751369224e+18,STAR,0.0005029935,3223,54865,41
86,1.2376621945213425e+18,169.238734263778,41.2609224159254,23.76564,21.6945,20.01492,19.37846,19.03059,3893,301,3,96,3.7449072751988977e+18,STAR,-0.0003089253,3326,54943,597
87,1.2376555035015247e+18,261.045235919094,27.9336441495049,17.77076,16.46626,15.94711,15.70288,15.58909,2335,301,4,132,2.456839006571227e+18,STAR,-0.0007335666,2182,53905,456
88,1.2376623035196375e+18,244.103704675733,35.4674931541701,20.63591,18.70602,17.87946,17.47348,17.1748,3918,301,6,302,1.188973437742246e+18,GALAXY,0.1114148,1056,52764,84
89,1.2376709653872645e+18,143.994675721731,15.4671316114594,24.15953,23.01809,23.21061,22.69567,21.54841,5935,301,4,185,1.0788428838545414e+19,GALAXY,0.9202817,9582,57806,203
90,1.237668299290772e+18,216.252205788904,18.2036012780429,23.05436,22.6289,21.56735,20.33508,19.98511,5314,301,6,253,6.146552400130103e+18,QSO,1.38806,5459,56035,963
91,1.2376738070469673e+18,127.477874965756,20.1011232686812,23.67353,23.10941,22.95012,22.52821,21.32028,6597,301,1,215,1.0771702247224269e+19,GALAXY,1.073132,9567,58056,792
92,1.2376674859167913e+18,132.648151362117,15.869776167496,23.9385,21.53206,19.62689,18.86309,18.58794,5125,301,3,31,5.958384452224965e+18,GALAXY,0.4345306,5292,55926,444
93,1.2376549548133583e+18,248.846761597724,48.3490391371456,22.07565,20.36874,19.80856,19.57629,19.16265,2207,301,6,39,9.070319314197043e+18,QSO,2.558439,8056,57186,253
94,1.237667735029351e+18,145.474966698677,17.5619922815455,23.65999,22.08832,20.62493,19.6611,19.28693,5183,301,3,99,5.98664382644567e+18,GALAXY,0.5116208,5317,56000,851
95,1.237660752482403e+18,64.5571653497495,27.1064281330492,23.97767,22.2194,20.09622,18.48432,17.57225,3557,301,5,40,1.8442944664672927e+18,STAR,-6.194169e-05,1638,52999,256
96,1.2376543986213194e+18,195.824140431077,63.833610865944,24.86266,21.26901,19.92646,18.93286,18.47919,2078,301,2,134,7.682182852101037e+18,GALAXY,0.5397176,6823,56687,610
97,1.2376622675321162e+18,216.304078475982,6.3218230046891,19.28034,18.05742,17.52991,17.1689,16.92613,3910,301,3,40,2.0560565660748613e+18,GALAXY,0.08252326,1826,53499,594
98,1.2376607653697295e+18,119.814547926633,23.428825927682,25.22751,21.52435,20.20291,19.31269,18.91546,3560,301,5,77,5.027231967898524e+18,GALAXY,0.4185002,4465,55858,323
99,1.2376788895925542e+18,21.0029039158934,-2.27426872824335,25.02358,23.5046,21.59146,20.57609,19.65523,7780,301,4,42,8.868770031900843e+18,GALAXY,0.8162166,7877,56898,205
100,1.237658493353394e+18,180.764824934237,10.5563434234063,17.755,16.85682,16.60218,16.50934,16.50873,3031,301,5,403,1.3827466934930903e+18,STAR,0.0005615437,1228,52728,515
101,1.2376639184154796e+18,121.878760186279,57.065019584904,24.0424,22.13303,20.51698,19.33144,18.6192,4294,301,6,121,8.196697669420472e+18,STAR,-0.0001557585,7280,56709,532
102,1.2376623357170158e+18,236.790061682349,33.2245279683736,19.38053,17.84765,16.96627,16.54196,16.20934,3926,301,2,75,1.7802182298519736e+18,GALAXY,0.125401,1581,53149,620
103,1.2376503694066975e+18,176.62731874868,-3.47364788079289,19.55854,18.16908,17.45515,17.05487,16.79295,1140,301,1,158,3.7047882820566426e+17,GALAXY,0.131288,329,52056,210
104,1.2376637890299174e+18,119.679029686945,54.3267224144984,23.45558,22.28901,21.24772,20.22469,19.74655,4264,301,5,126,6.693591873528027e+18,GALAXY,0.7014489,5945,56213,425
105,1.23765294852676e+18,2.55863459881004,-9.31665094403651,20.16571,18.27167,17.27456,16.82771,16.47653,1740,301,5,39,7.331159064141107e+17,GALAXY,0.1062458,651,52141,564
106,1.237661355936973e+18,195.410010537848,45.8789139926464,25.52902,22.19021,20.71659,19.70062,19.3768,3698,301,1,218,7.451247747196542e+18,GALAXY,0.5800332,6618,56401,153
107,1.2376648778048479e+18,148.653085856376,30.6338879396374,24.31076,23.29712,22.20937,23.01158,21.96406,4518,301,1,137,1.1762483996222839e+19,GALAXY,0.6175758,10447,58143,755
108,1.2376618509187812e+18,144.247340267408,36.9977070007965,21.84997,21.65018,21.65435,21.11619,21.13339,3813,301,3,17,9.9789252209696e+18,QSO,1.65114,8863,57724,270
109,1.2376802967453043e+18,2.58497293504894,21.3646989992995,27.24707,22.39588,20.91919,20.06315,19.67348,8108,301,1,257,6.948164001374427e+18,GALAXY,0.497069,6171,56311,857
110,1.2376553692819625e+18,157.027474396946,58.940020568788,22.20955,22.19724,20.73089,19.6164,19.14888,2304,301,2,104,7.98159993399544e+18,GALAXY,0.5578796,7089,56661,347
111,1.2376788584616433e+18,336.881005092088,10.4732217320834,21.42241,19.60348,18.03157,17.402,16.92946,7773,301,2,158,5.68360385695897e+18,GALAXY,0.2983032,5048,56218,222
112,1.2376728154395779e+18,347.351984782498,21.0566831058323,23.094,23.67923,22.16943,20.94296,20.04008,6366,301,2,111,8.568186643986799e+18,QSO,1.512178,7610,56980,321
113,1.2376623061875436e+18,209.365954292302,39.5789617500804,23.29899,23.20032,21.67097,20.36063,19.59905,3919,301,3,51,9.962192030917745e+18,GALAXY,0.5990292,8848,57875,835
114,1.237670964849476e+18,142.097959997318,14.5294860846815,23.36536,22.90209,23.29757,21.88263,21.064,5935,301,3,171,1.0787250986328283e+19,GALAXY,0.823538,9581,57783,14
115,1.2376613629079063e+18,200.333374775041,47.3547503236438,21.8851,21.90467,20.34422,19.43953,19.05498,3699,301,6,90,7.459283527676484e+18,GALAXY,0.4627784,6625,56386,715
116,1.2376517368482373e+18,220.144286395216,2.30352364511966,25.23586,21.71704,20.14006,19.33587,19.09212,1458,301,4,636,4.5274445554534543e+18,GALAXY,0.4507615,4021,55620,731
117,1.2376575940762665e+18,124.326867657853,36.7542512648656,21.16949,20.52003,20.16119,19.91194,19.90539,2822,301,2,123,9.972232489077594e+18,QSO,1.449753,8857,57449,498
118,1.2376623061983567e+18,236.628490235299,29.1887009909977,22.49744,21.64929,20.09734,19.05488,18.51055,3919,301,3,216,5.321184200111708e+18,GALAXY,0.562435,4726,55712,659
119,1.2376672545408947e+18,154.549203708053,26.8203461819236,22.33876,22.76297,22.4249,21.81049,21.3019,5071,301,4,267,1.08381616747727e+19,GALAXY,0.7797573,9626,57875,906
120,1.2376575956877317e+18,124.887933436283,39.0652700375234,21.0842,20.74854,20.59748,20.51482,20.15588,2822,301,5,136,1.0539609361357232e+19,QSO,0.9084672,9361,58055,219
121,1.2376487217889283e+18,228.664405962405,0.291187392382538,19.8136,18.37475,17.61037,17.18354,16.85373,756,301,4,754,3.503308208225915e+17,GALAXY,0.09075015,311,51665,640
122,1.2376591322164111e+18,237.869737503792,40.7232114920186,23.43776,22.8458,21.03115,19.76006,19.43278,3180,301,3,199,6.812891631907528e+18,GALAXY,0.6520412,6051,56093,259
123,1.2376581873169216e+18,89.5779020749959,-0.225347135926817,21.09675,18.29713,16.89242,15.65348,15.00132,2960,301,3,97,1.4051701629733048e+18,STAR,0.0001428291,1248,54477,171
124,1.2376618498709258e+18,221.091750488271,37.9981700636053,21.57753,21.52353,21.18124,21.08742,21.6551,3813,301,1,412,1.2103637441371724e+19,QSO,1.134183,10750,58199,776
125,1.237655692479496e+18,227.627875524731,-1.72941982232714,15.9212,16.25174,16.7149,17.05388,17.34629,2379,301,4,123,4.522794990775327e+18,STAR,-0.0005664774,4017,55329,200
126,1.2376551244793777e+18,200.569380687444,4.01123464953076,19.08282,17.23879,16.32359,15.93456,15.59674,2247,301,2,265,9.593547214060525e+17,GALAXY,0.1135215,852,52375,320
127,1.2376664084606484e+18,41.6530383966386,0.304942778352147,20.37778,18.75437,18.15466,17.90862,17.75976,4874,301,4,699,1.8736258628473587e+18,STAR,-0.0004803737,1664,52973,467
128,1.2376677838876838e+18,134.842662944178,15.9572772673816,23.42392,21.66553,21.6185,21.438,21.99,5194,301,6,146,5.961846815213246e+18,STAR,-0.0001728802,5295,55978,752
129,1.2376555045696307e+18,254.200041222384,39.4176791954654,17.6075,16.67524,16.37058,16.27384,16.25868,2335,301,6,46,2.4556479542083195e+18,STAR,-0.0007044664,2181,53524,219
130,1.237663782595068e+18,18.8662226704723,-1.24944738473822,20.74662,19.88971,19.46986,19.2762,19.32878,4263,301,1,242,1.6877267594846147e+18,GALAXY,0.1360769,1499,53001,10
131,1.2376788595364992e+18,339.287615179118,11.6140743244226,22.11634,21.4929,20.30203,19.50426,19.06935,7773,301,4,175,5.684733878105037e+18,QSO,1.035375,5049,56103,237
132,1.237660961864483e+18,135.153815916273,32.6188482788743,20.22846,20.05924,19.94779,19.68421,19.61326,3606,301,3,77,1.1526991695498727e+19,QSO,1.914206,10238,58155,103
133,1.2376794570715955e+18,357.569183199719,17.976392247032,19.22148,18.25767,17.85489,17.7326,17.65944,7912,301,5,141,8.555761887295592e+18,STAR,-0.0002354644,7599,56955,176
134,1.2376737061152364e+18,115.562277515068,41.8926112149148,20.73418,18.68994,17.47935,16.9702,16.59495,6573,301,5,215,4.887211304215122e+17,GALAXY,0.1609161,434,51885,293
135,1.2376593249434993e+18,213.371414348943,56.1575260766804,20.22645,18.82021,18.14105,17.88914,17.7122,3225,301,2,53,2.7720415134697656e+18,STAR,7.355725e-05,2462,54561,276
136,1.2376682928380972e+18,173.982304031008,18.8535727927459,21.70571,20.73604,20.62145,20.70379,20.64869,5313,301,2,97,6.619170876461177e+18,QSO,2.755249,5879,56047,19
137,1.2376528991567217e+18,44.5135529703966,-8.92043551003033,19.76625,19.32409,19.01917,18.72871,18.68925,1729,301,1,376,5.1455140760547526e+17,QSO,1.563774,457,51901,55
138,1.2376582039569705e+18,132.485585914802,35.2630159779268,24.92959,24.1666,21.51618,20.50465,19.78031,2964,301,2,52,1.1528268228280472e+19,GALAXY,0.5827127,10239,58142,651
139,1.2376802774106117e+18,8.39281951132716,27.8953313108422,24.42593,21.91513,21.01048,19.80177,19.30293,8103,301,5,145,7.073100962261654e+18,GALAXY,0.6160402,6282,56572,719
140,1.2376803058632627e+18,342.110078917381,25.1663014170859,24.49836,23.42945,21.85227,20.77559,19.76303,8110,301,2,122,8.621251829442042e+18,GALAXY,0.521025,7657,57309,859
141,1.2376548973918295e+18,170.088632164098,-2.7580508946028,23.62615,22.0788,20.69353,19.71074,19.12479,2194,301,3,400,4.249245567329524e+18,GALAXY,0.6316909,3774,55244,361
142,1.2376803064049833e+18,354.421059533761,26.9415217197619,19.30449,18.37833,17.93265,17.78256,17.70247,8110,301,3,196,8.669451682286165e+18,STAR,-0.0004599337,7700,58016,81
143,1.2376662264294316e+18,282.45323406859,18.0436751279389,19.22138,16.9037,15.76547,15.24902,14.92183,4832,301,1,211,3.16611252948726e+18,STAR,-0.001153564,2812,54639,298
144,1.2376619582991245e+18,216.242469964659,47.8147710127277,23.88022,23.05616,21.45217,20.32734,19.68682,3838,301,3,111,9.495968857611063e+18,GALAXY,0.682451,8434,57484,469
145,1.2376662162189847e+18,17.093093717157,18.0533862146428,20.26634,17.86496,16.75723,16.31599,16.04453,4829,301,6,60,3.5072755970071347e+18,STAR,-0.0001458406,3115,54793,354
146,1.2376710673817275e+18,22.005961383441,39.1309014329883,18.34713,17.25029,16.97348,16.91095,16.91304,5959,301,2,17,2.2992380246611988e+18,STAR,-0.0003888259,2042,53378,547
147,1.2376788466486487e+18,331.782709307313,8.50606618309882,22.28395,22.78027,20.73648,19.57261,19.11137,7770,301,4,130,5.706201286942415e+18,GALAXY,0.5754334,5068,55749,511
